Status,Location,Project,Logger,Tag I.D.,Date On,Frequency,Duration (d),Date In,Time In,Date Full,Date Offloaded,Offloaded Filename,Date Out,Time Out,Notes,Processed,Metadata,
Removed,PUVFLT b,,20423431,na,8/9/2018,30,906,8/10/2018,10:43:00,1/31/2021,,BT_PUVFLT_1808_2102_b,1/30/2021,11:15:00,ordered replacement logger from Onset,,,
Removed,PUVR10 a,,20423426,na,8/9/2018,30,906,8/11/2018,10:30:00,1/31/2021,,BT_PUVR10_1808_2102_a,1/30/2021,11:00:00,ordered replacement logger from Onset,,,
Removed,PUVR10 b,,20423418,na,8/9/2018,30,906,8/11/2018,10:30:00,1/31/2021,,BT_PUVR10_1808_2102_b,1/30/2021,11:15:00,ordered replacement logger from Onset,,,
Removed,PUVR20 a,,20423424,na,8/9/2018,30,906,8/11/2018,10:15:00,1/31/2021,,BT_PUVR20_1808_2102_a,1/30/2021,11:00:00,ordered replacement logger from Onset,,,
Removed,PUVR20 b,,20423419,na,8/9/2018,30,906,8/11/2018,10:15:00,1/31/2021,,BT_PUVR20_1808_2102_b,1/30/2021,11:15:00,ordered replacement logger from Onset,,,
Removed,PUVR30 a,,20423438,na,8/9/2018,30,906,8/11/2018,10:00:00,1/31/2021,,BT_PUVR30_1808_2102_a,1/30/2021,11:00:00,ordered replacement logger from Onset,,,
Removed,PUVR30 b,,20423422,na,8/9/2018,30,906,8/11/2018,10:00:00,1/31/2021,,BT_PUVR30_1808_2102_b,1/30/2021,11:15:00,ordered replacement logger from Onset,,,
Removed,PDG20M a,,20291528,na,8/9/2018,30,906,8/13/2018,11:30:00,1/31/2021,,BT_PDG20M_1808_a,1/30/2021,11:00:00,ordered replacement logger from Onset,,,
Removed,PDG20M b,,20291525,na,8/9/2018,30,906,8/13/2018,11:30:00,1/31/2021,,BT_PDG20M_1808_b,1/30/2021,11:15:00,ordered replacement logger from Onset,,,
Removed,PDG4X5 a,,20423429,na,8/9/2018,30,906,8/13/2018,11:50:00,1/31/2021,,BT_PDG4X5_1808_2101_a,1/30/2021,11:00:00,ordered replacement logger from Onset,,,
Removed,PDG4X5 b,,20423425,na,8/9/2018,30,906,8/13/2018,11:50:00,1/31/2021,,BT_PDG4X5_1808_2101_b,1/30/2021,11:15:00,ordered replacement logger from Onset,,,
Removed,PDG10M a,,20423415,na,8/9/2018,30,906,8/13/2018,11:40:00,1/31/2021,,BT_PDG10M_1808_a,1/30/2021,11:00:00,ordered replacement logger from Onset,,,
Removed,PDG10M b,,20423416,na,8/9/2018,30,906,8/13/2018,11:40:00,1/31/2021,,BT_PDG10M_1808_b,1/30/2021,11:15:00,ordered replacement logger from Onset,,,
Removed,PCAW10 a,,20291526,na,8/9/2018,30,906,8/12/2018,10:21:00,1/31/2021,,BT_PCAW10_1808_a,1/30/2021,11:00:00,ordered replacement logger from Onset,,,
Removed,PCAW10 b,,20291523,na,8/9/2018,30,906,8/12/2018,10:21:00,1/31/2021,,BT_PCAW10_1808_b,1/30/2021,11:15:00,ordered replacement logger from Onset,,,
Running,PCAW20 a,,20423420,na,8/9/2018,30,906,8/12/2018,10:05:00,1/31/2021,,Not recovered,,,ordered replacement logger from Onset,,,
Running,PCAW20 b,,10744995,na,8/9/2018,30,906,8/12/2018,10:05:00,1/31/2021,,Not recovered,,,ordered replacement logger from Onset,,,
Running,PCAW30 a,,10778703,na,8/9/2018,30,906,8/12/2018,9:59:00,1/31/2021,,Not recovered,,,ordered replacement logger from Onset,,,
Running,PCAW30 b,,10776979,na,8/9/2018,30,906,8/12/2018,9:59:00,1/31/2021,,Not recovered,,,ordered replacement logger from Onset,,,
Removed,PCAR04 a,,10778705,na,8/9/2018,30,906,8/12/2018,13:45:00,1/31/2021,,BT_PCAR04_1808_a,1/30/2021,11:00:00,ordered replacement logger from Onset,,,
Removed,PCAR04 b,,10778708,na,8/9/2018,30,906,8/12/2018,13:45:00,1/31/2021,,BT_PCAR04_1808_b,1/30/2021,11:15:00,ordered replacement logger from Onset,,,
Removed,PUVCCP a,,10558256,na,8/9/2018,30,906,8/10/2018,13:09:00,1/31/2021,,BT_PUVCCP_1808_a,1/30/2021,11:00:00,ordered replacement logger from Onset,,,
Removed,PUVCCP b,,10587883,na,8/9/2018,30,906,8/10/2018,13:09:00,1/31/2021,,BT_PUVCCP_1808_b,1/30/2021,11:15:00,ordered replacement logger from Onset,,,
Not Deployed ,PSAGAR a,,10606278,na,8/9/2018,30,906,,,1/31/2021,,Not deployed,,,ordered replacement logger from Onset,,,
Not Deployed ,PSAGAR b,,10606275,na,8/9/2018,30,906,,,1/31/2021,,Not deployed,,,ordered replacement logger from Onset,,,
Removed,South Capella,,10558253,na,10/11/2018,15,453,10/11/2018,12:00:00,1/7/2020,12/12/2019,Issue with invalid logging interval so no data collected,11/20/2019,11:55:00,No data was collected Ordered replacement logger,,,
Removed,Brewers Bay,,10606027,na,10/11/2018,15,453,10/11/2018,15:00:00,1/7/2020,9/4/2019,,8/22/2019,13:44:00,ordered replacement logger from Onset,,,
Removed,Coral Bay,,10558237,na,10/25/2018,15,453,10/25/2018,13:30:00,1/21/2020,12/12/2019,TCCORB_1810,12/5/2019,10:25:00,ordered replacement logger from Onset,,,
Removed,Fish Bay,,10587898,na,10/25/2018,15,453,10/25/2018,16:30:00,1/21/2020,12/13/2019,BT_TCFSHB_1810,12/5/2019,12:35:00,ordered replacement logger from Onset,,,
Removed,Lang EEMP 60,,20475591,NA,11/1/2018,30,906,11/7/2018,10:45:00,4/25/2021,11/8/2019,BT_TCLE67_1811_a,10/21/2019,10:58:00,"Labeled as Mutton 60.  Went in at 10:35, with first good reading at 10:45. On 11/8/19 data was offloaded and filename was changed to the correct name of TCLE60",ordered replacement logger from Onset,,
Removed,Lang EEMP 60,,10558259,NA,11/1/2018,30,906,11/7/2018,10:45:00,4/25/2021,12/7/2019,BT_TCLE67_1811_b_errors,10/21/2019,10:58:00,"Update 1/16/20 - Onset recovered data, however seems to be issues with it and data was only collected for 17 days***Unable to communicate with logger, need to send to Onset for data recovery. Labeled as Mutton 60.  Went in at 10:35, with first good reading at 10:45.",,,
Removed,Lang EEMP 100,,10606029,NA,11/7/2018,30,906,11/7/2018,10:45:00,5/1/2021,11/8/2019,BT_TCLE99_1811_a,10/21/2019,10:50:00,"The probe went in at 10:30, with first reliable reading at 10:45.  Initialization by Tyler Smith on St. Croix",ordered replacement logger from Onset,,
Removed,Lang EEMP 100,,10221312,NA,11/7/2018,30,906,11/7/2018,10:45:00,5/1/2021,11/8/2019,BT_TCLE99_1811_b,10/21/2019,10:50:00,"The probe went in at 10:30, with first reliable reading at 10:45.  Initialization by Tyler Smith on St. Croix",ordered replacement logger from Onset,,
Removed,Jacks Bay (STX),,20475590,NA,11/1/2018,15,453,11/2/2018,11:15:00,1/28/2020,11/8/2019,BT_TCJCKB_1811_1910,10/16/2019,9:50:00,ordered replacement logger from Onset,,,
Removed,Castle (STX),,20475595,NA,11/1/2018,15,453,11/2/2018,13:15:00,1/28/2020,11/8/2019,BT_TCCSTL_1811_1910,10/16/2019,11:48:00,ordered replacement logger from Onset,,,
Removed,Eagle Ray (STX),,20475593,NA,11/1/2018,15,453,11/2/2018,15:15:00,1/28/2020,11/8/2019,BT_TCEAGR_1811_,10/16/2019,14:10:00,ordered replacement logger from Onset,,,
Removed,Mutton 24m (STX),,20475589,NA,11/1/2018,15,453,11/3/2018,12:07:00,1/28/2020,11/8/2019,BT_TCMT24_1811_,10/17/2019,11:12:00,ordered replacement logger from Onset,,,
Removed,Mutton 39m (STX),,10778710,NA,11/1/2018,15,453,11/3/2018,11:30:00,1/28/2020,11/8/2019,BT_TCMT40_1811_a,10/17/2019,11:18:00,ordered replacement logger from Onset,,,
Removed,Mutton 39m (STX),,20475597,NA,11/1/2018,15,453,11/3/2018,11:30:00,1/28/2020,12/7/2019,BT_TCMT40_1811_b,10/17/2019,11:18:00,"Data recovered by Onset in December 2019, ordered replacement logger from Onset",,,
Removed,Kings (STX),,20475592,NA,11/1/2018,15,453,11/3/2018,14:00:00,1/28/2020,11/8/2019,BT_TCKNGC_1811_,10/17/2019,13:57:00,ordered replacement logger from Onset,,,
Removed,Sprat (STX),,20475596,NA,11/1/2018,15,453,11/5/2018,15:40:00,1/28/2020,11/8/2019,BT_TCSPTH_1811_,10/17/2019,15:44:00,ordered replacement logger from Onset,,,
Removed,Cane 09 (STX),,20066308,NA,11/1/2018,15,453,11/5/2018,12:30:00,1/28/2020,10/19/19 05:57:54  GMT-04:00,BT_TCCB08_1811_a,10/18/2019,12:38:00,ordered replacement logger from Onset,,,
Removed,Cane 09 (STX),,10778711,NA,11/1/2018,15,453,11/5/2018,12:30:00,1/28/2020,10/19/19 05:55:27  GMT-04:00,BT_TCCB08_1811_b,10/18/2019,12:38:00,Ordered replacement logger from Onset for this one.,,,
Removed,Cane 39 (STX),,10777026,NA,11/1/2018,15,453,11/5/2018,11:30:00,1/28/2020,10/24/19 11:32:01  GMT-04:00,BT_TCCB40_1811_a,10/18/2019,12:00:00,"Swapped at 11:19, ordered replacement logger for this one.",,,
Removed,Cane 39 (STX),,10777017,NA,11/1/2018,15,453,11/5/2018,11:30:00,1/28/2020,10/24/19 11:35:07  GMT-04:00,BT_TCCB40_1811_b,10/18/2019,12:00:00,Swapped at 11:19,,,
Removed,Cane 67 (STX),,20475598,NA,11/1/2018,15,453,11/5/2018,11:15:00,1/28/2020,10/18/19 17:57:51  GMT-04:00,BT_TCCB67_1811_a,10/18/2019,11:47:00,"At 67 m depth. Emplaced at 11:13.  First good reading at 11:15.  The loggers were transposed between 67 and 100 m, but the filenames on the hobo files and csv files were updated in the database folders.","BT_TCCB60_1811_b, changed to BT_TCCB67_1811_1910_b.hobo",,
Removed,Cane 67 (STX),,10629074,NA,11/1/2018,15,453,11/5/2018,11:15:00,1/28/2020,0/18/19 17:54:04  GMT-04:00,BT_TCCB67_1811_b,10/18/2019,11:47:00,"At 67 m depth. Emplaced at 11:13.  First good reading at 11:15.  The loggers were transposed between 67 and 100 m, but the filenames on the hobo files and csv files were updated in the database folders.","BT_TCCB60_1811_b, changed to BT_TCCB67_1811_1910_b.hobo",,
Removed,Cane 99 (STX),,20475594,NA,11/1/2018,30,906,11/5/2018,11:15:00,4/25/2021,10/18/19 18:05:27  GMT-04:00,BT_TCCB99_1811_a,10/18/2019,11:42:00,"Put the deep hobo at 330' (100m) at 11:05.  First good reading at 11:15.  The loggers were transposed between 67 and 100 m, but the filenames on the hobo files and csv files were updated in the database folders. The files for the 100 m set are every :30 recording, but not offset, so there is only a recording every :30.","BT_TCCB90_1811_a, changed to BT_TCCB99_1811_1910_a.hobo",,
Removed,Cane 99 (STX),,10778700,NA,11/1/2018,30,906,11/5/2018,11:15:00,4/25/2021,10/18/19 18:01:38  GMT-04:00,BT_TCCB99_1811_b,10/18/2019,11:42:00,"Put the deep hobo at 330' (100m) at 11:05.  First good reading at 11:15.  The loggers were transposed between 67 and 100 m, but the filenames on the hobo files and csv files were updated in the database folders.  The files for the 100 m set are every :30 recording, but not offset, so there is only a recording every :30.","BT_TCCB90_1811_b, changed to BT_TCCB99_1811_1910_b.hobo",,
Removed,Salt 30 (STX),,10744985,NA,11/1/2018,15,453,11/4/2018,11:30:00,1/28/2020,11/8/2019,BT_TCSR30_1811_,10/19/2019,11:30:00,,,,
Removed,Salt 40 (STX),,10302370,NA,11/1/2018,15,453,11/4/2018,12:00:00,1/28/2020,11/8/2019,BT_TCSR41_1811_a,10/19/2019,10:45:00,Ordered replacement logger from Onset for this one.,,,
Removed,Salt 40 (STX),,10744996,NA,11/1/2018,15,453,11/4/2018,12:00:00,1/28/2020,11/8/2019,BT_TCSR41_1811_b,10/19/2019,10:45:00,,,,
Removed,Salt 60 (STX),,10744997,NA,11/1/2018,15,453,11/4/2018,11:45:00,1/28/2020,11/8/2019,BT_TCSR67_1811_a,10/19/2019,10:55:00,"67 m depth.  Emplaced probe at 11:38, with first good reading at 11:45.",,,
Removed,Salt 60 (STX),,10558245,NA,11/1/2018,15,453,11/4/2018,11:45:00,1/28/2020,11/8/2019,BT_TCSR67_1811_b,10/19/2019,10:55:00,"67 m depth.  Emplaced probe at 11:38, with first good reading at 11:45.",,,
Removed,Salt 90 (STX),,10558244,NA,11/1/2018,15,453,11/4/2018,11:45:00,1/28/2020,11/8/2019,BT_TCSR90_1811_a,10/19/2019,10:50:00,"100 m depth.  The probe went in at 11:32, with first good reading at 11:45",,,
Removed,Salt 90 (STX),,10778709,NA,11/1/2018,15,453,11/4/2018,11:45:00,1/28/2020,11/8/2019,BT_TCSR90_1811_b,10/19/2019,10:50:00,"100 m depth.  The probe went in at 11:32, with first good reading at 11:45",,,
Removed,Lang EEMP (STX),,10629068,NA,11/1/2018,15,453,11/6/2018,14:15:00,1/28/2020,11/8/2019,BT_TCLBEM_1811_,10/20/2019,15:00:00,,,,
Removed,Great Pond (STX),,10744994,NA,11/1/2018,15,453,11/7/2018,14:30:00,1/28/2020,11/8/2019,BT_TCGRPD_1811_,10/21/2019,15:51:00,,,,
Removed,Lang Hind (STX),,10558242,NA,11/1/2018,15,453,11/6/2018,10:15:00,1/28/2020,11/8/2019,BT_TCLBRH_1811_,10/20/2019,11:15:00,,,,
Removed,Buck Island MCE (STX),,10778701,NA,11/1/2018,15,453,11/1/2018,11:15:00,1/28/2020,11/8/2019,BT_TCBKXD_1811_a,10/15/2019,11:55:00,,,,
Removed,Buck Island MCE (STX),,10508028,NA,11/1/2018,15,453,11/1/2018,11:15:00,1/28/2020,12/7/2019,BT_TCBKXD_1811_b,10/15/2019,11:55:00,Data recovered by Onset in December 2019,,,
Removed,South Water,,10606034,NA,11/27/2018,15,453,12/4/2018,14:15:00,2/23/2020,12/12/2019,TCSWAT_181011_10606034,12/6/2019,14:42:00,"Don't believe ""date out"" is right. HOBO data suggests somewhere around 11/14/19 -Nicole Krampitz",,,
Removed,Magens Bay,,10455139,NA,11/21/2018,15,453,11/27/2018,8:30:00,2/17/2020,7/9/2020,BT_TCMAGB_1811,11/8/2019,10:15:00,Data recovered by Onset in July 2020,,,
Removed,Botany Bay,,10606032,NA,11/21/2018,15,453,11/24/2018,9:30:00,2/17/2020,9/4/2019,,8/22/2019,10:21:00,,,,
Removed,Savana,,10629067,NA,11/21/2018,15,453,11/27/2018,15:50:00,2/17/2020,9/4/2019,,8/22/2019,11:52:00,,,,
Removed,Coculus Rock,,10629060,NA,11/21/2018,15,453,11/25/2018,9:00:00,2/17/2020,12/13/2019,BT_TCCORK_1811_a,12/5/2019,14:25:00,,,,
Removed,Coculus Rock,,10744989,NA,11/21/2018,15,453,11/25/2018,9:00:00,2/17/2020,12/13/2019,BT_TCCORK_1811_b,12/5/2019,14:25:00,Ordered replacement logger from Onset for this one.,,,
Removed,Buck Island (STT),,10306849,NA,11/21/2018,15,453,11/26/2018,9:00:00,2/17/2020,11/8/2019,BT_TCBKIT_1811,10/29/2019,10:44:00,,,,
Removed,Little St. James,,10455140,NA,11/27/2018,15,453,12/12/2018,14:30:00,2/23/2020,7/9/2020,BT_TCLSTJ_1811,12/5/2019,8:50:00,Data recovered by Onset in July 2020,,,
Removed,Meri Shoal (STJ),,10302368,NA,11/27/2018,15,453,12/12/2018,13:30:00,2/23/2020,7/9/2020,BT_TCMERI_1811,11/21/2019,11:53:00,Data recovered by Onset in July 2020,,,
Removed,South Capella 35m,,10744988,NA,11/26/2018,15,453,11/27/2018,10:45:00,2/22/2020,12/13/2019,BT_TCSC35_1811,11/20/2019,10:25:00,Ordered replacement logger from Onset for this one.,,,
Removed,College Shoal East,,10558247,NA,11/27/2018,15,453,11/29/2018,12:15:00,2/23/2020,12/13/2019,BT_TCCLGE_1811,11/25/2019,13:15:00,,,,
Removed,Black Point,,10587899,NA,11/27/2018,15,453,11/28/2018,14:15:00,2/23/2020,12/13/2019,BT_TCBKPT_1811_a,11/19/2019,15:15:00,,,,
Removed,Black Point (duplicate),,10778707,NA,11/27/2018,15,453,11/28/2018,14:15:00,2/23/2020,12/13/2019,BT_TCBKPT_1811_b,11/19/2019,15:15:00,Ordered replacement logger from Onset for this one.,,,
Removed,Flat Cay,,10606033,NA,11/27/2018,15,453,11/27/2018,14:15:00,2/23/2020,12/12/2019,BT_TCFLTC_1811_a,10/30/2019,14:20:00,,,,
Removed,Flat Cay (duplicate),,10455138,NA,11/27/2018,15,453,12/3/2018,,2/23/2020,12/12/2019,BT_TCFLTC_1811_b,10/30/2019,14:20:00,,,,
Removed,Seahorse Cottage Shoal,,10587890,NA,11/27/2018,15,453,11/27/2018,12:15:00,2/23/2020,12/13/2019,BT_TCSHCS_1811_a,11/20/2019,14:25:00,,,,
Removed,Seahorse Cottage Shoal (duplicate),,10745000,NA,11/27/2018,15,453,11/27/2018,12:15:00,2/23/2020,12/12/2019,BT_TCSHCS_b,11/20/2019,14:25:00,Ordered replacement logger from Onset for this one.,,,
Removed,Grammanik Tiger FSA,,10605983,NA,11/27/2018,15,453,11/28/2018,10:30:00,2/23/2020,12/13/2019,BT_TCGMKT_1811_a,12/6/2019,11:50:00,,,,
Removed,Grammanik Tiger FSA,,10455135,NA,11/27/2018,15,453,11/28/2018,10:30:00,2/23/2020,7/9/2020,BT_TCGMKT_1811_b,12/6/2019,11:50:00,Data recovered by Onset in July 2020,,,
Removed,Ginsburg Fringe,,10629075,NA,11/27/2018,15,453,12/12/2018,10:45:00,2/23/2020,2/18/2020,BT_TCGB63_1811_b,1/28/2020,12:45:00,,,,
Removed,Ginsburg Fringe,,10745003,NA,11/27/2018,15,453,12/12/2018,10:45:00,2/23/2020,2/18/2020,BT_TCGB63_1811_a,1/28/2020,12:45:00,Ordered replacement logger from Onset for this one.,,,
Removed,Hind Bank,,10558248,NA,11/27/2018,15,453,11/28/2018,11:45:00,2/23/2020,12/13/2019,BT_TCHB40_1811,11/25/2019,10:20:00,,,,
Running,El Seco (VR 67),,10558250,NA,12/13/2018,60,1825,,,12/12/2023,,,,,,,,
Running,El Seco (VR 67),,20066322,NA,12/13/2018,60,1825,,,12/12/2023,,,,,,,,
Running,"Devils Crown 2 m (Floreana, Galapagoes)",,10587889,NA,5/24/2019,60,1825,,,5/22/2024,,,,,,,,
Running,"Devils Crown 2m  (Floreana, Galapagoes)",,20554398,NA,5/24/2019,60,1825,,,5/22/2024,,,,,,,,
Running,"Devils Crown 15m (Floreana, Galapagoes)",,20554390,NA,5/24/2019,60,1825,,,5/22/2024,,,,,,,,
Running,"Devils Crown 15m  (Floreana, Galapagoes)",,20554392,NA,5/24/2019,60,1825,,,5/22/2024,,,,,,,,
Removed,Brewers Bay,,20291522,NA,8/22/2019,15,453,8/22/2019,13:44:00,11/17/2020,12/10/2020,BT_TCBRWB_1908_,11/5/2020,15:27:00,,,,
Removed,Botany Bay,,10605979,NA,8/22/2019,15,453,8/22/2019,10:21:00,11/17/2020,12/10/2020,BT_TCBOTB_1908,11/24/2020,13:41:00,Logger stopped collecting data on 11/16/20 so there will be a little gap in the data to 11/24/20,,,
Removed,Savana,,10587894,NA,8/22/2019,15,453,8/22/2019,11:52:00,11/17/2020,12/10/2020,BT_TCSAVA_1908_,11/24/2020,15:59:00,Logger stopped collecting data on 11/16/20 so there will be a little gap in the data to 11/24/20,,,
Removed,Buck Island MCE (STX),,20554391,NA,10/15/2019,15,453,10/15/2019,11:55:00,1/10/2021,3/25/2021,BT_TCBKIX_1910_,3/15/2021,10:30:00,,,,
Removed,Buck Island MCE (STX),,20291521,NA,10/15/2019,15,453,10/15/2019,11:55:00,1/10/2021,3/25/2021,BT_TCBKIX_1910_b,3/15/2021,10:30:00,,,,
Removed,Jacks Bay (STX),,20291527,NA,10/16/2019,15,453,10/16/2019,9:50:00,1/11/2021,5/10/2021,BT_TCJCKB_1910_,4/7/2021,10:25:00,,,,
Removed,Castle (STX),,20291530,NA,10/16/2019,15,453,10/16/2019,11:48:00,1/11/2021,5/10/2021,BT_TCCSTL_1910,4/7/2021,12:30:00,,,,
Removed,Eagle Ray (STX),,20291524,NA,10/16/2019,15,453,10/16/2019,14:10:00,1/11/2021,5/10/2021,BT_TCEAGR_1910_,4/7/2021,14:45:00,,,,
Removed,Kings Corner (STX),,20554395,NA,10/16/2019,15,453,10/17/2019,13:57:00,1/11/2021,3/25/2021,BT_TCKNGC_1910_,3/14/2021,12:48:00,,,,
Removed,Sprat Hole (STX),,20554393,NA,10/17/2019,15,453,10/17/2019,15:44:00,1/12/2021,3/25/2021,BT_TCSPTH_1910,3/14/2021,14:45:00,Logger moved to beginning of T3 (was being overgrown by barrel sponge in previous location),,,
Removed,Mutton 24m (STX),,20554394,NA,10/17/2019,15,453,10/17/2019,11:12:00,1/12/2021,3/25/2021,BT_TCMT24_1910_,3/14/2021,10:46:00,,,,
Removed,Mutton 39m (STX),,20291518,NA,10/17/2019,15,453,10/17/2019,11:18:00,1/12/2021,3/25/2021,BT_TCMT40_1910_,3/14/2021,10:45:00,,,,
Removed,Mutton 39m (STX),,10778706,NA,10/17/2019,15,453,10/17/2019,11:18:00,1/12/2021,3/25/2021,BT_TCMT40_1910_b,3/14/2021,10:45:00,,,,
Removed,Cane 09 (STX),,20291515,NA,10/17/2019,15,453,10/18/2019,12:38:00,1/12/2021,5/10/2021,BT_TCCB08_1910_b,4/6/2021,11:33:00,,,,
Removed,Cane 09 (STX),,10778712,NA,10/17/2019,15,453,10/18/2019,12:38:00,1/12/2021,5/10/2021,BT_TCCB08_1910_,4/6/2021,11:33:00,,,,
Removed,Cane 39 (STX),,20291529,NA,10/17/2019,15,453,10/18/2019,12:00:00,1/12/2021,5/10/2021,BT_TCCB40_1910,4/6/2021,10:38:00,,,,
Removed,Cane 39 (STX),,10744983,NA,10/17/2019,15,453,10/18/2019,12:00:00,1/12/2021,5/10/2021,BT_TCCB40_1910_b,4/6/2021,10:38:00,,,,
Removed,Cane 67 (STX),,20291520,NA,10/17/2019,15,453,10/18/2019,11:47:00,1/12/2021,11/21/2023,BT_TCCB67_1910_,11/12/2023,10:28:00,,,,
Removed,Cane 67 (STX),,10776980,NA,10/17/2019,15,453,10/18/2019,11:47:00,1/12/2021,,BT_TCCB67_1910_b,11/12/2023,10:28:00,"Old Logger, needs to be sent to Onset for data recovery, battery dead",,,
Removed,Cane 99 (STX) (rename to Cane 100),,20554396,NA,10/17/2019,15,453,10/18/2019,11:42:00,1/12/2021,11/21/2023,BT_TCCB99_1910_b,11/12/2023,10:25:00,,,,
Removed,Cane 99 (STX) (rename to Cane 100),,20554397,NA,10/17/2019,15,453,10/18/2019,11:42:00,1/12/2021,11/21/2023,BT_TCCB99_1910_,11/12/2023,10:25:00,,,,
Removed,Salt 30 (STX),,20719655,NA,10/19/2019,15,453,10/19/2019,11:30:00,1/14/2021,5/10/2021,BT_TCSR30_1910_,4/8/2021,9:55:00,Logger moved to end of T3 (taller and more stable),,,
Removed,Salt 40 (STX),,20719647,NA,10/19/2019,15,453,10/19/2019,10:45:00,1/14/2021,5/10/2021,BT_TCSR41_1910_b,4/8/2021,9:55:00,,,,
Removed,Salt 40 (STX),,20719633,NA,10/19/2019,15,453,10/19/2019,10:45:00,1/14/2021,5/10/2021,BT_TCSR41_1910,4/8/2021,9:55:00,Ordered replacement logger from Onset for this one.,,,
Running,Salt 60 (STX) (rename to 67m),,20719635,NA,10/19/2019,15,453,10/19/2019,10:55:00,1/14/2021,,BT_TCSR67_1910_a,1/13/2021,10:00:00,Ordered replacement logger from Onset for this one.,,,
Running,Salt 60 (STX) (rename to 67m),,20719641,NA,10/19/2019,15,453,10/19/2019,10:55:00,1/14/2021,,BT_TCSR67_1910_b,1/13/2021,10:00:00,Ordered replacement logger from Onset for this one.,,,
Removed,Salt 100 (STX),,20719634,NA,10/19/2019,15,453,10/19/2019,10:50:00,1/14/2021,11/21/2023,BT_TCSR99_1910_b,11/11/2023,11:19:00,,,,
Removed,Salt 100 (STX),,20719651,NA,10/19/2019,15,453,10/19/2019,10:50:00,1/14/2021,11/21/2023,BT_TCSR99_1910_,11/11/2023,11:19:00,,,,
Removed,Lang Hind (STX),,20719632,NA,10/19/2019,15,453,10/20/2019,11:15:00,1/14/2021,12/14/2020,BT_TCLBRH_1910_,12/8/2020,9:15:00,Ordered replacement logger from Onset for this one.,,,
Removed,Great Pond (STX),,20719652,NA,10/19/2019,15,453,10/21/2019,15:51:00,1/14/2021,3/25/2021,BT_TCGRPD_1910_,3/13/2021,13:51:00,Ordered replacement logger from Onset for this one.,,,
Removed,Lang EEMP (STX),,20719649,NA,10/19/2019,15,453,10/20/2019,15:00:00,1/14/2021,3/25/2021,BT_TCLBEM_1910_,3/13/2021,10:00:00,Ordered replacement logger from Onset for this one.,,,
Running,Lang EEMP 60 (rename to 67m),,20719654,NA,10/19/2019,15,453,10/21/2019,10:50:00,1/14/2021,,BT_TCLE67_1910_a,1/13/2021,10:00:00,Ordered replacement logger from Onset for this one.,,,
Running,Lang EEMP 60 (rename to 67m),,20719645,NA,10/19/2019,15,453,10/21/2019,10:50:00,1/14/2021,,BT_TCLE67_1910_b,1/13/2021,10:00:00,Ordered replacement logger from Onset for this one.,,,
Running,Lang EEMP 100,,20719648,NA,10/19/2019,15,453,10/21/2019,10:58:00,1/14/2021,,,,,Ordered replacement logger from Onset for this one.,,,
Running,Lang EEMP 100,,20719644,NA,10/19/2019,15,453,10/21/2019,10:58:00,1/14/2021,,,,,Ordered replacement logger from Onset for this one.,,,
Removed,Buck Island (STT),,20719642,NA,10/29/2019,15,453,10/29/2019,10:44:00,1/24/2021,12/10/2020,BT_TCBKIT_1910,11/5/2020,12:58:00,Ordered replacement logger from Onset for this one.,,,
Removed,Black Point (duplicate),,20719639,NA,10/29/2019,15,453,10/30/2019,15:15:00,1/24/2021,5/27/2020,BT_TCBKPT_1911_a,5/21/2020,10:40:00,Ordered replacement logger from Onset for this one.,,,
Removed,Black Point,,20719646,NA,11/1/2019,15,453,10/30/2019,15:15:00,1/27/2021,5/27/2020,BT_TCBKPT_1911_b,5/21/2020,10:40:00,Ordered replacement logger from Onset for this one.,,,
Removed,Flat Cay,,20719638,NA,11/1/2019,15,453,11/19/2019,14:20:00,1/27/2021,12/10/2020,BT_TCFLTC_1911_,10/30/2020,10:51:00,Ordered replacement logger from Onset for this one.,,,
Removed,Flat Cay,,20719636,NA,11/1/2019,15,453,11/19/2019,14:20:00,1/27/2021,12/10/2020,BT_TCFLTC_1911_b,10/30/2020,10:51:00,Ordered replacement logger from Onset for this one.,,,
Removed,Magens,,20719637,NA,11/1/2019,15,453,11/8/2019,10:15:00,1/27/2021,12/10/2020,BT_TCMAGB_1911_,11/24/2020,10:50:00,Ordered replacement logger from Onset for this one.,,,
Removed,Seahorse Cottage Shoal,,20475589,NA,11/19/2019,15,453,11/20/2019,14:25:00,2/14/2021,1/5/2021,BT_TCSHCS_1911_,12/8/2020,15:30:00,Ordered replacement logger from Onset for this one.,,,
Removed,Seahorse Cottage Shoal (duplicate),,20475591,NA,11/19/2019,15,453,11/20/2019,14:25:00,2/14/2021,1/5/2021,BT_TCSHCS_1911_b,12/8/2020,15:30:00,Ordered replacement logger from Onset for this one.,,,
